,author,text
1749, Mary Darby Robinson   ,Bade the wild rocks with madd'ning plaudits ring!
1750, Mary Darby Robinson   ,Attend my pray'r! O! Queen of rapture! bring
1751, Mary Darby Robinson   ,"To these fond arms, he, whom my soul has fir'd;"
1752, Mary Darby Robinson   ,"From these fond arms remov'd; yet, still desir'd,"
1753, Mary Darby Robinson   ,"Though love, exulting, spreads his varying wing!"
1754, Mary Darby Robinson   ,Oh! source of ev'ry joy! of ev'ry care
1755, Mary Darby Robinson   ,Blest Venus! Goddess of the zone divine!
1756, Mary Darby Robinson   ,"To Phaon's bosom, Phaon's victim bear;"
1757, Mary Darby Robinson   ,"So shall her warmest, tend'rest vows be thine!"
1758, Mary Darby Robinson   ,"For Venus, Sappho shall a wreath prepare,"
1759, Mary Darby Robinson   ,"And Love be crown'd, immortal as the Nine! "
1760, Mary Darby Robinson   ,"Prepare your wreaths, Aonian maids divine,"
1761, Mary Darby Robinson   ,To strew the tranquil bed where I shall sleep;
1762, Mary Darby Robinson   ,"In tears, the myrtle and the laurel steep,"
1763, Mary Darby Robinson   ,And let Erato's hand the trophies twine.
1764, Mary Darby Robinson   ,"No parian marble, there, with labour'd line,"
1765, Mary Darby Robinson   ,Shall bid the wand'ring lover stay to weep;
1766, Mary Darby Robinson   ,There holy silence shall her vigils keep.
1767, Mary Darby Robinson   ,"Save, when the nightingale such woes as mine"
1768, Mary Darby Robinson   ,"Shall sadly sing; as twilight's curtains spread,"
1769, Mary Darby Robinson   ,"There shall the branching lotos widely wave,"
1770, Mary Darby Robinson   ,"Sprinkling soft show'rs upon the lily's head,"
1771, Mary Darby Robinson   ,Sweet drooping emblem for a lover's grave!
1772, Mary Darby Robinson   ,"And there shall Phaon pearls of pity shed,"
1773, Mary Darby Robinson   ,To gem the vanquish'd heart he scorn'd to save!
1774, Mary Darby Robinson   ,What means the mist opaque that veils these eyes;
1775, Mary Darby Robinson   ,Why does yon threat'ning tempest shroud the day?
1776, Mary Darby Robinson   ,"Why does thy altar, Venus, fade away,"
1777, Mary Darby Robinson   ,And on my breast the dews of horror rise?
1778, Mary Darby Robinson   ,Phaon is false! be dim ye orient Skies;
1779, Mary Darby Robinson   ,And let black Erebus succeed your ray;
1780, Mary Darby Robinson   ,"Let clashing thunders roll, and lightning play;"
1781, Mary Darby Robinson   ,Phaon is false! and hopeless Sappho dies!
1782, Mary Darby Robinson   ,"""Farewell! my Lesbian love, you might have said,"""
1783, Mary Darby Robinson   ,"Such sweet remembrance had some pity prov'd,"
1784, Mary Darby Robinson   ,"""Or coldly this, farewell, Oh! Lesbian maid!"""
1785, Mary Darby Robinson   ,"No task severe, for one so fondly lov'd!"
1786, Mary Darby Robinson   ,"The gentle thought had sooth'd my wand'ring shade,"
1787, Mary Darby Robinson   ,"From life's dark valley, and its thorns remov'd! "
1788, Mary Darby Robinson   ,"Oh Sigh! thou steal'st, the herald of the breast,"
1789, Mary Darby Robinson   ,"The lover's fears, the lover's pangs to tell;"
1790, Mary Darby Robinson   ,"Thou bid'st with timid grace the bosom swell,"
1791, Mary Darby Robinson   ,"Cheating the day of joy, the night of rest!"
1792, Mary Darby Robinson   ,"Oh! lucid Tears! with eloquence confest,"
1793, Mary Darby Robinson   ,"Why on my fading cheek unheeded dwell,"
1794, Mary Darby Robinson   ,"Meek, as the dew-drops on the flowret's bell"
1795, Mary Darby Robinson   ,By ruthless tempests to the green-sod prest.
1796, Mary Darby Robinson   ,"Fond sigh be hush'd! congeal, O! slighted tear!"
1797, Mary Darby Robinson   ,Thy feeble pow'rs the busy Fates control!
1798, Mary Darby Robinson   ,"Or if thy crystal streams again appear,"
1799, Mary Darby Robinson   ,"Let them, like Lethe's, oblivion roll:"
1800, Mary Darby Robinson   ,"For Love the tyrant plays, when hope is near,"
1801, Mary Darby Robinson   ,"And she who flies the lover, chains the soul!"
1802, Mary Darby Robinson   ,"When, in the gloomy mansion of the dead,"
1803, Mary Darby Robinson   ,"This with'ring heart, this faded form shall sleep;"
1804, Mary Darby Robinson   ,"When these fond eyes, at length shall cease to weep,"
1805, Mary Darby Robinson   ,And earth's cold lap receive this fev'rish head;
1806, Mary Darby Robinson   ,"Envy shall turn away, a tear to shed,"
1807, Mary Darby Robinson   ,And Time's obliterating pinions sweep
1808, Mary Darby Robinson   ,"The spot, where poets shall their vigils keep,"
1809, Mary Darby Robinson   ,To mourn and wander near my freezing bed!
1810, Mary Darby Robinson   ,"Then, my pale ghost, upon th' Elysian shore,"
1811, Mary Darby Robinson   ,"Shall smile, releas'd from ev'ry mortal care;"
1812, Mary Darby Robinson   ,"Whil, doom'd love's victim to repine no more,"
1813, Mary Darby Robinson   ,My breast shall bathe in endless rapture there!
1814, Mary Darby Robinson   ,"Ah! no!my restless shade would still deplore,"
1815, Mary Darby Robinson   ,"Nor taste that bliss, which Phaon did not share. "
1816, Mary Darby Robinson   ,"'TIS NOT thy flowing hair of orient gold,"
1817, Mary Darby Robinson   ,"Nor those bright eyes, like sapphire gems that glow;"
1818, Mary Darby Robinson   ,"Nor cheek of blushing rose, nor breast of snow,"
1819, Mary Darby Robinson   ,The varying passions of the heart could hold: 
1820, Mary Darby Robinson   ,
1821, Mary Darby Robinson   ,"Those locks, too soon, shall own a silv'ry ray,"
1822, Mary Darby Robinson   ,Those radiant orbs their magic fires forego;
1823, Mary Darby Robinson   ,"Insatiate TIME shall steal those tints away,"
1824, Mary Darby Robinson   ,"Warp thy fine form, and bend thy beauties low: "
1825, Mary Darby Robinson   ,
1826, Mary Darby Robinson   ,But the rare wonders of thy polish'd MIND
1827, Mary Darby Robinson   ,Shall mock the empty menace of decay;
1828, Mary Darby Robinson   ,"The GEM, that in thy SPOTLESS BREAST enshrin'd,"
1829, Mary Darby Robinson   ,Glows with the light of intellectual ray;
1830, Mary Darby Robinson   ,"Shall, like the Brilliant, scorn each borrow'd aid,"
1831, Mary Darby Robinson   ,And deck'd with native lustre NEVER FADE! 
1832, Amy Levy    Amy Levy p,"Most wonderful and strange it seems, that I"
1833, Amy Levy    Amy Levy p,Who but a little time ago was tost
1834, Amy Levy    Amy Levy p,"High on the waves of passion and of pain,"
1835, Amy Levy    Amy Levy p,"With aching heat and wildly throbbing brain,"
1836, Amy Levy    Amy Levy p,"Who peered into the darkness, deeming vain"
1837, Amy Levy    Amy Levy p,"All things there found if but One thing were lost,"
1838, Amy Levy    Amy Levy p,"Thus calm and still and silent here should lie,"
1839, Amy Levy    Amy Levy p,"Watching and waiting, --waiting passively."
1840, Amy Levy    Amy Levy p,
1841, Amy Levy    Amy Levy p,"The dark has faded, and before mine eyes"
1842, Amy Levy    Amy Levy p,"Have long, grey flats expanded, dim and bare;"
1843, Amy Levy    Amy Levy p,And through the changing guises all things wear
1844, Amy Levy    Amy Levy p,Inevitable Law I recognise:
1845, Amy Levy    Amy Levy p,Yet in my heart a hint of feeling lies
1846, Amy Levy    Amy Levy p,Which half a hope and half a despair.
1847, Samuel Coleridge    Sa,To the River Otter
1848, Samuel Coleridge    Sa,
1849, Samuel Coleridge    Sa,Dear native Brook! wild Streamlet of the West!
1850, Samuel Coleridge    Sa,"How many various-fated years have past,"
1851, Samuel Coleridge    Sa,"What happy and what mournful hours, since last"
1852, Samuel Coleridge    Sa,"I skimm'd the smooth thin stone along thy breast,"
1853, Samuel Coleridge    Sa,Numbering its light leaps! yet so deep imprest
1854, Samuel Coleridge    Sa,"Sink the sweet scenes of childhood, that mine eyes"
1855, Samuel Coleridge    Sa,"I never shut amid the sunny ray,"
1856, Samuel Coleridge    Sa,"But straight with all their tints thy waters rise,"
1857, Samuel Coleridge    Sa,"Thy crossing plank, thy marge with willows grey,"
1858, Samuel Coleridge    Sa,And bedded sand that vein'd with various dyes
1859, Samuel Coleridge    Sa,"Gleam'd through thy bright transparence! On my way,"
1860, Samuel Coleridge    Sa,Visions of Childhood! oft have ye beguil'd
1861, Samuel Coleridge    Sa,"Lone manhood's cares, yet waking fondest sighs:"
1862, Samuel Coleridge    Sa,Ah! that once more I were a careless Child!
1863, John Donne    John Don,At the round earth's imagined corners blow
1864, John Donne    John Don,"Your trumpets, angels, and arise, arise"
1865, John Donne    John Don,"From death, you numberless infinities"
1866, John Donne    John Don,"Of souls, and to your scattered bodies go,"
1867, John Donne    John Don,"All whom the flood did, and fire shall, overthrow,"
1868, John Donne    John Don,"All whom war, dearth, age, agues, tyrannies,"
1869, John Donne    John Don,"Despair, law, chance, hath slain, and you whose eyes"
1870, John Donne    John Don,"Shall behold God, and never taste death's woe."
1871, John Donne    John Don,"But let them sleep, Lord, and me mourn a space,"
1872, John Donne    John Don,"For, if above all these my sins abound,"
1873, John Donne    John Don,"'Tis late to ask abundance of Thy grace,"
1874, John Donne    John Don,When we are there. Here on this lowly ground
1875, John Donne    John Don,Teach me how to repent; for that's as good
1876, John Donne    John Don,"As if Thou'dst sealed my pardon, with Thy blood."
1877, John Donne    John Don,"Death, be not proud, though some have callèd thee"
1878, John Donne    John Don,"Mighty and dreadful, for thou art not so;"
1879, John Donne    John Don,For those whom thou think'st thou dost overthrow
1880, John Donne    John Don,"Die not, poor death, nor yet canst thou kill me."
1881, John Donne    John Don,"From rest and sleep, which yet thy pictures be,"
1882, John Donne    John Don,"Much pleasure, then from thee much more, must low"
1883, John Donne    John Don,"And soonest our best men with thee do go,"
1884, John Donne    John Don,Rest of their bones and soul's delivery.
1885, John Donne    John Don,"Thou art slave to fate, chance, kings and desperate men"
1886, John Donne    John Don,"And dost with poison, war and sickness dwell,"
1887, John Donne    John Don,And poppy or charms can make us sleep as well
1888, John Donne    John Don,And better than thy stroke; why swell'st thou then ?
1889, John Donne    John Don,"One short sleep past, we wake eternally,"
1890, John Donne    John Don,"And death shall be no more; death, thou shalt die."
