"","org","year","survey","bush","state","edu","age","female","black","weight"
"458","cbsnyt",1,"9152",NA,17,2,2,0,0,587
"459","cbsnyt",1,"9152",1,5,3,3,0,0,433
"460","cbsnyt",1,"9152",1,5,4,2,0,0,706
"461","cbsnyt",1,"9152",0,45,4,2,1,0,636
"462","cbsnyt",1,"9152",1,5,4,1,0,0,304
"463","cbsnyt",1,"9152",0,48,4,2,0,0,706
"464","cbsnyt",1,"9152",1,5,3,1,1,0,735
"465","cbsnyt",1,"9152",1,5,3,2,1,0,546
"466","cbsnyt",1,"9152",1,6,3,2,0,0,606
"467","cbsnyt",1,"9152",1,5,2,3,0,1,3913
"468","cbsnyt",1,"9152",0,5,4,2,0,0,353
"469","cbsnyt",1,"9152",NA,5,4,1,1,0,274
"470","cbsnyt",1,"9152",NA,5,2,2,0,1,2766
"471","cbsnyt",1,"9152",1,5,3,3,1,0,390
"472","cbsnyt",1,"9152",1,5,3,1,0,0,1224
"473","cbsnyt",1,"9152",0,5,4,2,0,0,706
"474","cbsnyt",1,"9152",0,5,2,2,1,0,1088
"475","cbsnyt",1,"9152",0,5,1,2,1,0,1362
"476","cbsnyt",1,"9152",1,48,2,3,0,0,2280
"477","cbsnyt",1,"9152",1,5,4,4,1,0,423
"478","cbsnyt",1,"9152",1,3,4,2,0,0,706
"479","cbsnyt",1,"9152",1,6,2,4,0,0,1511
"480","cbsnyt",1,"9152",0,5,4,3,1,0,272
"481","cbsnyt",1,"9152",1,5,1,4,1,0,680
"482","cbsnyt",1,"9152",1,32,1,2,0,0,1513
"483","cbsnyt",1,"9152",0,13,3,3,0,0,578
"484","cbsnyt",1,"9152",1,38,2,4,0,0,1511
"485","cbsnyt",1,"9152",1,5,4,1,1,0,274
"486","cbsnyt",1,"9152",1,45,4,2,1,0,636
"487","cbsnyt",1,"9152",1,48,3,1,1,0,735
"488","cbsnyt",1,"9152",0,5,4,2,0,0,353
"489","cbsnyt",1,"9152",1,5,4,4,0,0,470
"490","cbsnyt",1,"9152",0,5,1,3,0,0,570
"491","cbsnyt",1,"9152",0,48,3,2,1,0,546
"492","cbsnyt",1,"9152",0,21,4,3,0,0,664
"493","cbsnyt",1,"9152",0,8,3,4,1,0,762
"494","cbsnyt",1,"9152",1,43,3,2,0,0,667
"495","cbsnyt",1,"9152",1,25,3,2,1,0,300
"496","cbsnyt",1,"9152",NA,10,2,4,1,0,749
"497","cbsnyt",1,"9152",0,10,3,3,0,0,477
"498","cbsnyt",1,"9152",0,36,2,3,1,0,997
"499","cbsnyt",1,"9152",0,47,2,4,1,0,749
"500","cbsnyt",1,"9152",0,1,4,2,1,0,700
"501","cbsnyt",1,"9152",NA,11,4,4,1,0,466
"502","cbsnyt",1,"9152",1,32,3,2,0,0,910
"503","cbsnyt",1,"9152",0,11,2,2,1,1,899
"504","cbsnyt",1,"9152",1,5,3,1,1,0,367
"505","cbsnyt",1,"9152",0,5,1,3,1,0,1027
"506","cbsnyt",1,"9152",0,48,3,2,0,0,606
"507","cbsnyt",1,"9152",1,6,2,4,1,0,680
"508","cbsnyt",1,"9152",0,5,3,1,0,0,1224
"509","cbsnyt",1,"9152",1,10,2,4,0,0,1663
"510","cbsnyt",1,"9152",1,22,1,4,0,0,974
"511","cbsnyt",1,"9152",1,25,3,1,1,0,808
"512","cbsnyt",1,"9152",1,10,2,3,1,0,565
"513","cbsnyt",1,"9152",1,20,4,1,1,0,706
"514","cbsnyt",1,"9152",0,10,3,3,1,0,286
"515","cbsnyt",1,"9152",0,31,3,2,0,0,781
"516","cbsnyt",1,"9152",1,39,2,2,0,0,1558
"517","cbsnyt",1,"9152",1,44,4,3,1,0,299
"518","cbsnyt",1,"9152",1,11,3,1,1,0,808
"519","cbsnyt",1,"9152",0,33,4,3,1,0,701
"520","cbsnyt",1,"9152",0,22,3,1,1,0,1420
"521","cbsnyt",1,"9152",0,34,3,2,1,0,601
"522","cbsnyt",1,"9152",1,22,4,1,1,0,706
"523","cbsnyt",1,"9152",1,39,2,3,1,0,1323
"524","cbsnyt",1,"9152",1,34,2,4,0,0,1663
"525","cbsnyt",1,"9152",0,22,2,2,1,0,1052
"526","cbsnyt",1,"9152",1,31,2,1,0,0,1736
"527","cbsnyt",1,"9152",0,31,3,1,1,0,1893
"528","cbsnyt",1,"9152",0,50,2,3,1,0,498
"529","cbsnyt",1,"9152",0,31,4,2,1,0,205
"530","cbsnyt",1,"9152",1,28,1,1,0,0,1308
"531","cbsnyt",1,"9152",1,44,4,2,0,0,1166
"532","cbsnyt",1,"9152",0,22,2,1,1,0,1564
"533","cbsnyt",1,"9152",NA,47,2,4,1,0,749
"534","cbsnyt",1,"9152",0,23,1,3,0,0,554
"535","cbsnyt",1,"9152",0,33,4,2,0,0,455
"536","cbsnyt",1,"9152",1,18,1,4,1,0,1498
"537","cbsnyt",1,"9152",0,33,3,3,1,0,670
"538","cbsnyt",1,"9152",0,44,2,3,1,0,1130
"539","cbsnyt",1,"9152",0,22,3,2,0,0,781
"540","cbsnyt",1,"9152",1,44,4,2,1,0,700
"541","cbsnyt",1,"9152",0,39,2,3,0,0,1469
"542","cbsnyt",1,"9152",NA,44,1,3,1,1,1695
"543","cbsnyt",1,"9152",0,43,2,4,1,0,749
"544","cbsnyt",1,"9152",1,7,2,1,1,0,3909
"545","cbsnyt",1,"9152",0,10,4,2,1,0,700
"546","cbsnyt",1,"9152",0,22,4,2,1,0,820
"547","cbsnyt",1,"9152",1,44,1,4,1,1,1124
"548","cbsnyt",1,"9152",1,33,4,2,1,0,410
"549","cbsnyt",1,"9152",0,21,3,3,1,0,286
"550","cbsnyt",1,"9152",0,36,4,1,0,0,591
"551","cbsnyt",1,"9152",1,17,4,3,0,0,879
"552","cbsnyt",1,"9152",1,33,3,2,0,0,781
"553","cbsnyt",1,"9152",0,25,3,1,1,1,607
"554","cbsnyt",1,"9152",0,34,1,2,0,0,1665
"555","cbsnyt",1,"9152",0,22,1,2,0,0,1949
"556","cbsnyt",1,"9152",1,40,3,1,1,0,947
"557","cbsnyt",1,"9152",1,22,2,3,1,1,1985
"558","cbsnyt",1,"9152",1,43,3,2,1,0,601
"559","cbsnyt",1,"9152",0,34,2,3,0,0,627
"560","cbsnyt",1,"9152",1,33,3,2,1,0,352
"561","cbsnyt",1,"9152",0,33,1,3,1,0,1323
"562","cbsnyt",1,"9152",0,39,4,2,0,0,910
"563","cbsnyt",1,"9152",0,11,3,2,0,0,667
"564","cbsnyt",1,"9152",NA,22,4,1,1,0,1059
"565","cbsnyt",1,"9152",NA,39,3,1,1,0,473
"566","cbsnyt",1,"9152",1,49,3,1,1,0,1617
"567","cbsnyt",1,"9152",0,36,2,3,0,1,1900
"568","cbsnyt",1,"9152",NA,33,3,3,0,0,372
"569","cbsnyt",1,"9152",1,47,2,2,1,0,1198
"570","cbsnyt",1,"9152",1,10,2,3,1,0,1130
"571","cbsnyt",1,"9152",0,23,2,3,1,0,1994
"572","cbsnyt",1,"9152",0,33,2,2,1,0,1403
"573","cbsnyt",1,"9152",0,10,2,2,0,0,1330
"574","cbsnyt",1,"9152",1,34,2,1,1,0,1001
"575","cbsnyt",1,"9152",1,47,2,1,1,0,2003
"576","cbsnyt",1,"9152",0,39,4,3,0,0,389
"577","cbsnyt",1,"9152",0,43,3,4,1,0,2287
"578","cbsnyt",1,"9152",0,43,1,3,1,0,282
"579","cbsnyt",1,"9152",NA,36,3,4,1,0,673
"580","cbsnyt",1,"9152",0,39,2,3,1,0,1984
"581","cbsnyt",1,"9152",1,47,4,2,0,0,1166
"582","cbsnyt",1,"9152",1,14,2,3,1,0,498
"583","cbsnyt",1,"9152",1,33,2,2,1,0,1403
"584","cbsnyt",1,"9152",1,41,1,2,0,0,832
"585","cbsnyt",1,"9152",1,1,1,3,1,1,1695
"586","cbsnyt",1,"9152",1,33,4,3,0,0,389
"587","cbsnyt",1,"9152",0,33,4,2,1,0,820
"588","cbsnyt",1,"9152",1,41,3,2,0,0,1001
"589","cbsnyt",1,"9152",1,21,3,2,1,0,601
"590","cbsnyt",1,"9152",1,36,2,2,0,0,1174
"591","cbsnyt",1,"9152",0,39,4,2,1,0,820
"592","cbsnyt",1,"9152",0,25,2,3,1,1,3391
"593","cbsnyt",1,"9152",1,19,4,3,0,0,996
"594","cbsnyt",1,"9152",1,49,4,2,0,0,777
"595","cbsnyt",1,"9152",1,36,2,2,0,0,1174
"596","cbsnyt",1,"9152",NA,18,4,2,1,0,700
"597","cbsnyt",1,"9152",1,36,2,1,1,0,2356
"598","cbsnyt",1,"9152",1,22,2,4,0,0,2921
"599","cbsnyt",1,"9152",1,47,3,2,1,0,300
"600","cbsnyt",1,"9152",1,50,3,3,1,0,253
"601","cbsnyt",1,"9152",1,37,3,2,0,0,667
"602","cbsnyt",1,"9152",1,39,3,2,0,0,781
"603","cbsnyt",1,"9152",1,44,3,2,0,0,667
"604","cbsnyt",1,"9152",1,11,2,2,0,0,1330
"605","cbsnyt",1,"9152",1,35,2,1,1,1,1768
"606","cbsnyt",1,"9152",1,39,4,2,1,0,1230
"607","cbsnyt",1,"9152",0,14,2,3,0,0,554
"608","cbsnyt",1,"9152",0,31,2,1,0,0,3473
"609","cbsnyt",1,"9152",1,23,2,3,1,0,1495
"610","cbsnyt",1,"9152",1,43,4,2,0,0,777
"611","cbsnyt",1,"9152",0,43,4,2,0,0,777
"612","cbsnyt",1,"9152",1,43,2,4,1,0,2247
"613","cbsnyt",1,"9152",NA,23,3,3,0,0,561
"614","cbsnyt",1,"9152",NA,14,1,4,0,0,734
"615","cbsnyt",1,"9152",0,14,1,3,0,0,2214
"616","cbsnyt",1,"9152",1,50,4,3,0,0,586
"617","cbsnyt",1,"9152",1,43,3,2,1,0,601
"618","cbsnyt",1,"9152",0,33,3,1,0,1,1203
"619","cbsnyt",1,"9152",0,7,4,3,1,0,350
"620","cbsnyt",1,"9152",0,44,3,1,0,0,898
"621","cbsnyt",1,"9152",NA,36,3,2,1,0,530
"622","cbsnyt",1,"9152",NA,50,3,1,0,0,1584
"623","cbsnyt",1,"9152",1,21,2,3,1,0,1130
"624","cbsnyt",1,"9152",1,36,2,3,1,0,1495
"625","cbsnyt",1,"9152",1,21,4,2,1,0,700
"626","cbsnyt",1,"9152",1,44,3,3,0,0,636
"627","cbsnyt",1,"9152",1,23,2,1,0,0,654
"628","cbsnyt",1,"9152",0,23,2,2,1,1,793
"629","cbsnyt",1,"9152",1,21,2,2,0,0,665
"630","cbsnyt",1,"9152",1,41,1,4,1,1,2248
"631","cbsnyt",1,"9152",0,36,4,2,0,0,686
"632","cbsnyt",1,"9152",0,23,3,1,1,0,535
"633","cbsnyt",1,"9152",1,7,4,3,1,0,1051
"634","cbsnyt",1,"9152",0,50,2,3,1,0,1495
"635","cbsnyt",1,"9152",1,26,4,3,1,0,528
"636","cbsnyt",1,"9152",1,43,2,3,1,0,1130
"637","cbsnyt",1,"9152",1,11,2,3,0,0,1255
"638","cbsnyt",1,"9152",1,10,4,2,1,0,700
"639","cbsnyt",1,"9152",0,14,4,2,0,0,343
"640","cbsnyt",1,"9152",1,36,4,2,1,0,618
"641","cbsnyt",1,"9152",0,44,1,3,1,0,1130
"642","cbsnyt",1,"9152",0,11,2,2,1,0,1198
"643","cbsnyt",1,"9152",1,43,2,2,0,0,1995
"644","cbsnyt",1,"9152",0,10,2,4,0,0,1663
"645","cbsnyt",1,"9152",1,14,4,2,0,0,343
"646","cbsnyt",1,"9152",1,24,4,3,1,0,1056
"647","cbsnyt",1,"9152",1,18,1,3,0,0,1255
"648","cbsnyt",1,"9152",1,34,2,3,1,0,1695
"649","cbsnyt",1,"9152",1,41,2,2,0,0,665
"650","cbsnyt",1,"9152",1,26,2,1,0,0,1308
"651","cbsnyt",1,"9152",1,26,2,1,0,0,1963
"652","cbsnyt",1,"9152",NA,11,2,4,1,0,1498
"653","cbsnyt",1,"9152",NA,16,1,4,1,0,1982
"654","cbsnyt",1,"9152",0,23,1,4,0,0,734
"655","cbsnyt",1,"9152",1,36,3,3,1,0,758
"656","cbsnyt",1,"9152",0,23,2,3,1,1,748
"657","cbsnyt",1,"9152",0,16,3,2,0,0,589
"658","cbsnyt",1,"9152",0,39,1,3,1,0,1984
"659","cbsnyt",1,"9152",1,10,4,2,1,0,700
"660","cbsnyt",1,"9152",0,44,3,4,0,0,846
"661","cbsnyt",1,"9152",1,41,3,4,0,0,846
"662","cbsnyt",1,"9152",0,36,2,1,0,0,654
"663","cbsnyt",1,"9152",1,7,2,4,0,0,1948
"664","cbsnyt",1,"9152",1,50,4,1,0,0,886
"665","cbsnyt",1,"9152",0,26,3,2,1,0,530
"666","cbsnyt",1,"9152",0,33,3,2,1,1,528
"667","cbsnyt",1,"9152",0,11,1,3,0,0,1255
"668","cbsnyt",1,"9152",0,43,2,3,0,0,1255
"669","cbsnyt",1,"9152",0,44,3,3,1,0,572
"670","cbsnyt",1,"9152",1,1,4,3,1,0,897
"671","cbsnyt",1,"9152",1,10,4,4,1,0,932
"672","cbsnyt",1,"9152",0,41,4,2,0,0,389
"673","cbsnyt",1,"9152",0,15,1,1,0,0,1963
"674","cbsnyt",1,"9152",0,23,2,4,1,0,661
"675","cbsnyt",1,"9152",0,24,3,1,0,0,792
"676","cbsnyt",1,"9152",0,23,1,3,0,1,1267
"677","cbsnyt",1,"9152",1,14,3,2,1,0,530
"678","cbsnyt",1,"9152",1,26,2,2,1,0,1057
"679","cbsnyt",1,"9152",1,15,2,3,1,0,498
"680","cbsnyt",1,"9152",0,42,4,1,1,0,266
"681","cbsnyt",1,"9152",0,49,2,2,1,0,1198
"682","cbsnyt",1,"9152",0,43,4,4,1,0,1050
"683","cbsnyt",1,"9152",0,34,1,2,0,0,1665
"684","cbsnyt",1,"9152",0,42,2,3,1,0,997
"685","cbsnyt",1,"9152",0,8,2,2,1,0,1198
"686","cbsnyt",1,"9152",0,33,4,1,0,0,392
"687","cbsnyt",1,"9152",1,25,4,1,0,0,670
"688","cbsnyt",1,"9152",NA,14,4,3,0,0,879
"689","cbsnyt",1,"9152",1,1,2,3,1,0,565
"690","cbsnyt",1,"9152",1,36,3,1,1,0,1427
"691","cbsnyt",1,"9152",1,35,3,1,1,0,357
"692","cbsnyt",1,"9152",1,24,2,3,1,0,498
"693","cbsnyt",1,"9152",1,11,4,1,1,0,603
"694","cbsnyt",1,"9152",1,50,2,3,1,0,997
"695","cbsnyt",1,"9152",1,39,4,3,0,0,389
"696","cbsnyt",1,"9152",1,36,3,4,1,0,336
"697","cbsnyt",1,"9152",1,14,4,1,0,0,886
"698","cbsnyt",1,"9152",0,3,2,3,0,0,1140
"699","cbsnyt",1,"9152",1,49,3,1,1,0,808
"700","cbsnyt",1,"9152",0,44,4,2,0,0,1166
"701","cbsnyt",1,"9152",0,14,2,3,1,0,1994
"702","cbsnyt",1,"9152",0,31,3,2,0,0,1172
"703","cbsnyt",1,"9152",0,14,2,1,1,0,1178
"704","cbsnyt",1,"9152",NA,27,2,2,0,0,1209
"705","cbsnyt",1,"9152",0,23,4,2,1,0,309
"706","cbsnyt",1,"9152",0,5,4,1,0,0,304
"707","cbsnyt",1,"9152",NA,1,1,4,1,0,1498
"708","cbsnyt",1,"9152",1,21,1,4,0,0,1663
"709","cbsnyt",1,"9152",0,26,3,3,1,0,505
"710","cbsnyt",1,"9152",0,14,3,2,1,0,530
"711","cbsnyt",1,"9152",0,28,4,2,1,0,309
"712","cbsnyt",1,"9152",0,15,1,3,0,0,554
"713","cbsnyt",1,"9152",0,7,3,2,0,0,781
"714","cbsnyt",1,"9152",0,14,3,1,1,1,1071
"715","cbsnyt",1,"9152",0,47,3,2,0,1,2291
"716","cbsnyt",1,"9152",0,20,2,3,0,0,735
"717","cbsnyt",1,"9152",1,5,3,2,1,0,546
"718","cbsnyt",1,"9152",1,7,2,3,1,0,1323
"719","cbsnyt",1,"9152",1,34,1,2,0,1,7619
"720","cbsnyt",1,"9152",1,36,4,3,0,0,586
"721","cbsnyt",1,"9152",1,14,3,1,0,0,792
"722","cbsnyt",1,"9152",0,21,2,2,0,0,1330
"723","cbsnyt",1,"9152",0,16,2,3,1,0,997
"724","cbsnyt",1,"9152",1,14,2,2,1,0,528
"725","cbsnyt",1,"9152",1,33,3,1,0,0,1577
"726","cbsnyt",1,"9152",1,5,3,1,0,0,816
"727","cbsnyt",1,"9152",0,48,2,3,1,0,1027
"728","cbsnyt",1,"9152",0,39,1,4,1,0,1754
"729","cbsnyt",1,"9152",0,33,2,1,1,0,1564
"730","cbsnyt",1,"9152",1,36,2,3,1,0,997
"731","cbsnyt",1,"9152",0,26,2,3,0,0,1661
"732","cbsnyt",1,"9152",NA,25,2,3,1,0,1130
"733","cbsnyt",1,"9152",1,23,4,2,1,0,618
"734","cbsnyt",1,"9152",0,21,4,1,1,0,905
"735","cbsnyt",1,"9152",0,44,2,4,0,0,1663
"736","cbsnyt",1,"9152",NA,50,3,2,1,0,530
"737","cbsnyt",1,"9152",NA,31,3,2,1,0,704
"738","cbsnyt",1,"9152",0,42,3,3,1,0,253
"739","cbsnyt",1,"9152",0,1,2,2,1,0,3593
"740","cbsnyt",1,"9152",0,3,1,3,0,0,1710
"741","cbsnyt",1,"9152",0,10,2,4,0,0,832
"742","cbsnyt",1,"9152",0,5,1,2,0,0,1513
"743","cbsnyt",1,"9152",1,26,3,1,0,0,792
"744","cbsnyt",1,"9152",1,5,2,4,1,0,680
"745","cbsnyt",1,"9152",0,19,3,1,1,0,1213
"746","cbsnyt",1,"9152",NA,32,1,4,1,0,1361
"747","cbsnyt",1,"9152",NA,5,2,1,0,0,1347
"748","cbsnyt",1,"9152",1,14,2,3,0,0,554
"749","cbsnyt",1,"9152",1,3,3,2,0,0,303
"750","cbsnyt",1,"9152",1,48,4,2,0,0,1413
"751","cbsnyt",1,"9152",1,19,2,3,1,0,1130
"752","cbsnyt",1,"9152",NA,48,1,4,1,0,1361
"753","cbsnyt",1,"9152",NA,6,4,1,1,0,548
"754","cbsnyt",1,"9152",0,48,2,4,0,0,1511
"755","cbsnyt",1,"9152",1,15,3,2,0,0,589
"756","cbsnyt",1,"9152",1,5,4,2,0,0,706
"757","cbsnyt",1,"9152",1,45,3,1,0,0,816
"758","cbsnyt",1,"9152",1,36,2,2,1,0,528
"759","cbsnyt",1,"9152",0,5,2,3,1,1,770
"760","cbsnyt",1,"9152",0,23,2,3,0,1,1267
"761","cbsnyt",1,"9152",1,4,2,3,1,0,1130
"762","cbsnyt",1,"9152",1,51,4,2,0,0,706
"763","cbsnyt",1,"9152",0,5,3,3,0,0,867
"764","cbsnyt",1,"9152",1,44,3,3,1,0,572
"765","cbsnyt",1,"9152",1,45,4,4,0,0,941
"766","cbsnyt",1,"9152",1,3,2,1,1,0,1213
"767","cbsnyt",1,"9152",1,5,2,2,1,0,544
"768","cbsnyt",1,"9152",1,23,2,2,1,0,1057
"769","cbsnyt",1,"9152",1,5,1,1,0,0,1347
"770","cbsnyt",1,"9152",1,5,3,2,1,0,546
"771","cbsnyt",1,"9152",1,15,2,4,0,0,1468
"772","cbsnyt",1,"9152",1,45,2,2,1,0,1088
"773","cbsnyt",1,"9152",0,5,3,2,1,0,546
"774","cbsnyt",1,"9152",0,3,4,3,1,1,816
"775","cbsnyt",1,"9152",0,5,4,4,1,0,423
"776","cbsnyt",1,"9152",1,36,4,3,1,0,528
"777","cbsnyt",1,"9152",0,27,3,3,1,0,1561
"778","cbsnyt",1,"9152",0,5,4,2,1,0,318
"779","cbsnyt",1,"9152",0,48,2,3,0,0,1140
"780","cbsnyt",1,"9152",1,5,4,2,1,0,1590
"781","cbsnyt",1,"9152",1,24,2,1,1,0,2356
"782","cbsnyt",1,"9152",0,5,1,4,0,0,756
"783","cbsnyt",1,"9152",0,5,1,2,0,0,1513
"784","cbsnyt",1,"9152",1,38,1,4,1,0,680
"785","cbsnyt",1,"9152",1,33,4,2,1,0,1639
"786","cbsnyt",1,"9152",0,47,4,1,1,0,302
"787","cbsnyt",1,"9152",1,31,4,1,0,0,196
"788","cbsnyt",1,"9152",1,17,2,2,1,0,1057
"789","cbsnyt",1,"9152",0,39,2,1,0,0,2604
"790","cbsnyt",1,"9152",0,5,2,3,1,0,1540
"791","cbsnyt",1,"9152",1,32,1,1,1,0,1213
"792","cbsnyt",1,"9152",1,10,2,4,1,0,749
"793","cbsnyt",1,"9152",0,5,4,2,1,0,636
"794","cbsnyt",1,"9152",1,5,4,2,1,0,318
"795","cbsnyt",1,"9152",1,43,4,2,0,0,777
"796","cbsnyt",1,"9152",1,24,2,2,1,0,528
"797","cbsnyt",1,"9152",1,3,4,2,0,0,353
"798","cbsnyt",1,"9152",1,5,2,1,1,0,1213
"799","cbsnyt",1,"9152",NA,5,1,4,0,0,756
"800","cbsnyt",1,"9152",1,31,3,3,1,0,1006
"801","cbsnyt",1,"9152",1,11,3,2,1,0,901
"802","cbsnyt",1,"9152",1,33,2,1,1,0,1564
"803","cbsnyt",1,"9152",1,5,2,1,1,0,1213
"804","cbsnyt",1,"9152",1,39,4,3,1,0,1051
"805","cbsnyt",1,"9152",0,38,2,2,0,0,1209
"806","cbsnyt",1,"9152",0,44,2,1,0,0,2224
"807","cbsnyt",1,"9152",1,5,2,1,0,0,2021
"808","cbsnyt",1,"9152",1,48,1,4,1,1,1021
"809","cbsnyt",1,"9152",0,36,4,2,0,0,686
"810","cbsnyt",1,"9152",1,5,4,3,0,0,905
"811","cbsnyt",1,"9152",1,10,4,2,1,0,700
"812","cbsnyt",1,"9152",0,28,2,3,1,0,498
"813","cbsnyt",1,"9152",0,14,4,2,1,0,618
"814","cbsnyt",1,"9152",0,39,2,1,0,0,1736
"815","cbsnyt",1,"9152",NA,47,2,3,1,1,848
"816","cbsnyt",1,"9152",0,41,4,2,1,1,525
"817","cbsnyt",1,"9152",0,36,3,2,1,0,265
"818","cbsnyt",1,"9152",0,38,2,3,1,0,513
"819","cbsnyt",1,"9152",1,44,4,1,0,0,670
"820","cbsnyt",1,"9152",1,14,4,1,0,0,591
"821","cbsnyt",1,"9152",1,28,2,2,0,0,1174
"822","cbsnyt",1,"9152",1,47,2,2,1,0,1198
"823","cbsnyt",1,"9152",0,23,4,3,1,1,1188
"824","cbsnyt",1,"9152",1,24,3,2,0,0,294
"825","cbsnyt",1,"9152",1,44,3,1,0,0,898
"826","cbsnyt",1,"9152",1,23,3,1,0,0,792
"827","cbsnyt",1,"9152",1,44,4,3,0,0,1329
"828","cbsnyt",1,"9152",1,1,4,2,0,0,777
"829","cbsnyt",1,"9152",1,10,4,4,0,0,1035
"830","cbsnyt",1,"9152",1,48,4,3,1,0,544
"831","cbsnyt",1,"9152",0,26,2,2,0,0,1174
"832","cbsnyt",1,"9152",1,15,2,2,1,0,1057
"833","cbsnyt",1,"9152",0,24,2,3,1,0,997
"834","cbsnyt",1,"9152",1,4,2,3,1,0,1130
"835","cbsnyt",1,"9152",0,44,2,3,0,0,627
"836","cbsnyt",1,"9152",1,36,2,4,1,0,661
"837","cbsnyt",1,"9152",1,10,3,4,0,0,846
"838","cbsnyt",1,"9152",1,3,4,3,0,0,302
"839","cbsnyt",1,"9152",0,10,2,2,1,0,1198
"840","cbsnyt",1,"9152",1,14,2,3,1,0,1495
"841","cbsnyt",1,"9152",0,44,2,2,1,0,1198
"842","cbsnyt",1,"9152",1,44,4,3,1,0,299
"843","cbsnyt",1,"9152",1,26,2,4,1,0,661
"844","cbsnyt",1,"9152",1,25,1,1,1,1,6012
"845","cbsnyt",1,"9152",0,24,4,1,1,0,532
"846","cbsnyt",1,"9152",1,28,4,2,1,0,618
"847","cbsnyt",1,"9152",1,3,3,2,1,0,546
"848","cbsnyt",1,"9152",1,15,3,4,1,0,673
"849","cbsnyt",1,"9152",1,44,2,2,0,0,1330
"850","cbsnyt",1,"9152",1,14,4,1,1,0,798
"851","cbsnyt",1,"9152",1,19,2,4,1,0,1498
"852","cbsnyt",1,"9152",1,1,4,1,1,0,603
"853","cbsnyt",1,"9152",0,14,2,2,1,0,1585
"854","cbsnyt",1,"9152",NA,23,2,3,1,0,997
"855","cbsnyt",1,"9152",NA,5,2,1,0,0,1347
"856","cbsnyt",1,"9152",NA,29,4,2,1,0,318
"857","cbsnyt",1,"9152",0,5,3,3,1,0,520
"858","cbsnyt",1,"9152",0,48,3,4,1,0,346
"859","cbsnyt",1,"9152",0,32,1,2,1,0,1362
"860","cbsnyt",1,"9152",0,5,4,3,1,0,544
"861","cbsnyt",1,"9152",NA,5,4,2,1,0,318
"862","cbsnyt",1,"9152",NA,5,4,2,0,0,706
"863","cbsnyt",1,"9152",1,6,4,3,0,0,604
"864","cbsnyt",1,"9152",1,5,2,3,1,0,1540
"865","cbsnyt",1,"9152",1,5,2,4,1,0,1361
"866","cbsnyt",1,"9152",0,5,2,1,1,0,1213
"867","cbsnyt",1,"9152",0,5,4,2,0,0,706
"868","cbsnyt",1,"9152",1,5,3,2,1,0,273
"869","cbsnyt",1,"9152",1,5,3,2,0,0,606
"870","cbsnyt",1,"9152",0,5,2,2,0,0,604
"871","cbsnyt",1,"9152",1,6,1,4,1,0,680
"872","cbsnyt",1,"9152",1,38,3,2,1,0,546
"873","cbsnyt",1,"9152",0,5,3,1,1,0,367
"874","cbsnyt",1,"9152",1,5,2,3,0,0,1140
"875","cbsnyt",1,"9152",0,5,3,1,0,0,816
"876","cbsnyt",1,"9152",1,5,4,3,0,0,302
"877","cbsnyt",1,"9152",1,13,3,1,1,0,735
"878","cbsnyt",1,"9152",1,48,1,2,1,0,1362
"879","cbsnyt",1,"9152",1,5,2,1,1,0,1213
"880","cbsnyt",1,"9152",1,5,4,2,0,0,706
"881","cbsnyt",1,"9152",1,5,4,1,0,0,304
"882","cbsnyt",1,"9152",1,3,4,3,0,0,302
"883","cbsnyt",1,"9152",1,5,3,2,0,0,910
"884","cbsnyt",1,"9152",1,5,2,2,0,0,1209
"885","cbsnyt",1,"9152",1,5,3,1,1,0,735
"886","cbsnyt",1,"9152",1,5,4,3,0,0,604
"887","cbsnyt",1,"9152",1,5,2,4,0,0,1133
"888","cbsnyt",1,"9152",0,3,2,2,1,0,1088
"889","cbsnyt",1,"9152",0,5,1,1,1,0,1213
"890","cbsnyt",1,"9152",0,5,2,3,0,0,1140
"891","cbsnyt",1,"9152",0,5,3,2,0,0,606
"892","cbsnyt",1,"9152",0,48,4,4,0,0,941
"893","cbsnyt",1,"9152",1,5,2,2,1,0,1088
"894","cbsnyt",1,"9152",1,5,2,1,1,0,607
"895","cbsnyt",1,"9152",1,5,3,3,1,0,520
"896","cbsnyt",1,"9152",1,5,2,1,1,0,2427
"897","cbsnyt",1,"9152",1,48,2,2,0,0,907
"898","cbsnyt",1,"9152",1,5,3,1,1,0,735
"899","cbsnyt",1,"9152",1,5,2,1,0,0,1347
"900","cbsnyt",1,"9152",1,48,4,2,0,0,706
"901","cbsnyt",1,"9152",1,5,2,2,0,0,1209
"902","cbsnyt",1,"9152",1,5,3,1,0,0,408
"903","cbsnyt",1,"9152",1,5,2,1,1,0,607
"904","cbsnyt",1,"9152",1,48,3,2,1,0,546
"905","cbsnyt",1,"9152",0,48,3,2,0,0,606
"906","cbsnyt",1,"9152",1,5,3,2,1,0,273
"907","cbsnyt",1,"9152",0,5,4,2,1,0,318
"908","cbsnyt",1,"9152",1,27,2,2,1,0,1088
"909","cbsnyt",1,"9152",NA,5,4,4,1,0,423
"910","cbsnyt",1,"9152",1,5,2,1,0,0,1347
"911","cbsnyt",1,"9152",1,5,2,2,0,0,1209
"912","cbsnyt",1,"9152",1,5,4,3,0,0,604
"913","cbsnyt",1,"9152",1,5,3,1,0,0,816
"914","cbsnyt",1,"9152",1,5,2,2,1,0,1088
"915","cbsnyt",1,"9152",NA,48,3,4,1,0,693
