Graduating Class,Fall Freshman Year,District,District Name,Graduates,Total Cohort,Graduation Rate,Graduation Rate Category,District Office Location
2009,2005,0720,Bondurant-Farrar,79,89,88.76,85.01 - 90.00%,"300 Garfield St. SW
Bondurant, Iowa 50035
(41.69914944600049, -93.46462715099966)"
2010,2006,0720,Bondurant-Farrar,89,99,89.90,85.01 - 90.00%,"300 Garfield St. SW
Bondurant, Iowa 50035
(41.69914944600049, -93.46462715099966)"
2011,2007,0720,Bondurant-Farrar,94,96,97.92,95.01 - 100.00%,"300 Garfield St. SW
Bondurant, Iowa 50035
(41.69914944600049, -93.46462715099966)"
2012,2008,0720,Bondurant-Farrar,97,98,98.98,95.01 - 100.00%,"300 Garfield St. SW
Bondurant, Iowa 50035
(41.69914944600049, -93.46462715099966)"
2013,2009,0720,Bondurant-Farrar,81,81,100.00,95.01 - 100.00%,"300 Garfield St. SW
Bondurant, Iowa 50035
(41.69914944600049, -93.46462715099966)"
2014,2010,0720,Bondurant-Farrar,98,103,95.15,95.01 - 100.00%,"300 Garfield St. SW
Bondurant, Iowa 50035
(41.699149446000035, -93.46462715099995)"
2009,2005,0729,Boone,188,212,88.68,85.01 - 90.00%,"500 7th St
Boone, Iowa 50036
(42.06263502000047, -93.88660688999965)"
2010,2006,0729,Boone,159,183,86.89,85.01 - 90.00%,"500 7th St
Boone, Iowa 50036
(42.06263502000047, -93.88660688999965)"
2011,2007,0729,Boone,149,171,87.13,85.01 - 90.00%,"500 7th St
Boone, Iowa 50036
(42.06263502000047, -93.88660688999965)"
2012,2008,0729,Boone,160,183,87.43,85.01 - 90.00%,"500 7th St
Boone, Iowa 50036
(42.06263502000047, -93.88660688999965)"
2013,2009,0729,Boone,165,186,88.71,85.01 - 90.00%,"500 7th St
Boone, Iowa 50036
(42.06263502000047, -93.88660688999965)"
2014,2010,0729,Boone,173,190,91.05,90.01 - 95.00%,"500 7th St
Boone, Iowa 50036
(42.06263502000007, -93.88660688899995)"
2009,2005,0747,Boyden-Hull,35,37,94.59,90.01 - 95.00%,"801 First Street
Hull, Iowa 512390678
(43.18867363200047, -96.13631235799966)"
2010,2006,0747,Boyden-Hull,44,51,86.27,85.01 - 90.00%,"801 First Street
Hull, Iowa 512390678
(43.18867363200047, -96.13631235799966)"
2011,2007,0747,Boyden-Hull,47,52,90.38,90.01 - 95.00%,"801 First Street
Hull, Iowa 512390678
(43.18867363200047, -96.13631235799966)"
2012,2008,0747,Boyden-Hull,40,45,88.89,85.01 - 90.00%,"801 First Street
Hull, Iowa 512390678
(43.18867363200047, -96.13631235799966)"
2013,2009,0747,Boyden-Hull,38,41,92.68,90.01 - 95.00%,"801 First Street
Hull, Iowa 512390678
(43.18867363200047, -96.13631235799966)"
2014,2010,0747,Boyden-Hull,37,39,94.87,90.01 - 95.00%,"801 First Street
Hull, Iowa 512390678
(43.188673632000075, -96.13631235799994)"
2009,2005,1917,Boyer Valley,38,41,92.68,90.01 - 95.00%,"1102 Iowa Ave
Dunlap, Iowa 51529
(41.854313410000486, -95.5948701319997)"
2010,2006,1917,Boyer Valley,32,34,94.12,90.01 - 95.00%,"1102 Iowa Ave
Dunlap, Iowa 51529
(41.854313410000486, -95.5948701319997)"
2011,2007,1917,Boyer Valley,35,44,79.55,75.01 - 80.00%,"1102 Iowa Ave
Dunlap, Iowa 51529
(41.854313410000486, -95.5948701319997)"
2012,2008,1917,Boyer Valley,27,29,93.10,90.01 - 95.00%,"1102 Iowa Ave
Dunlap, Iowa 51529
(41.854313410000486, -95.5948701319997)"
2013,2009,1917,Boyer Valley,29,32,90.63,90.01 - 95.00%,"1102 Iowa Ave
Dunlap, Iowa 51529
(41.854313410000486, -95.5948701319997)"
2014,2010,1917,Boyer Valley,28,30,93.33,90.01 - 95.00%,"1102 Iowa Ave
Dunlap, Iowa 51529
(41.85431341100008, -95.59487013199998)"
2009,2005,0846,Brooklyn-Guernsey-Malcom,42,45,93.33,90.01 - 95.00%,"1090 Jackson St
Brooklyn, Iowa 522119705
(41.73809081000047, -92.44546730199966)"
2010,2006,0846,Brooklyn-Guernsey-Malcom,58,58,100.00,95.01 - 100.00%,"1090 Jackson St
Brooklyn, Iowa 522119705
(41.73809081000047, -92.44546730199966)"
2011,2007,0846,Brooklyn-Guernsey-Malcom,41,44,93.18,90.01 - 95.00%,"1090 Jackson St
Brooklyn, Iowa 522119705
(41.73809081000047, -92.44546730199966)"
2012,2008,0846,Brooklyn-Guernsey-Malcom,50,51,98.04,95.01 - 100.00%,"1090 Jackson St
Brooklyn, Iowa 522119705
(41.73809081000047, -92.44546730199966)"
2013,2009,0846,Brooklyn-Guernsey-Malcom,39,40,97.50,95.01 - 100.00%,"1090 Jackson St
Brooklyn, Iowa 522119705
(41.73809081000047, -92.44546730199966)"
2014,2010,0846,Brooklyn-Guernsey-Malcom,40,40,100.00,95.01 - 100.00%,"1090 Jackson St
Brooklyn, Iowa 522119705
(41.738090810000074, -92.44546730199994)"
2009,2005,0882,Burlington,229,302,75.83,75.01 - 80.00%,"1429 West Ave
Burlington, Iowa 52601
(40.7996481510005, -91.11508163799965)"
2010,2006,0882,Burlington,219,289,75.78,75.01 - 80.00%,"1429 West Ave
Burlington, Iowa 52601
(40.7996481510005, -91.11508163799965)"
2011,2007,0882,Burlington,246,324,75.93,75.01 - 80.00%,"1429 West Ave
Burlington, Iowa 52601
(40.7996481510005, -91.11508163799965)"
2012,2008,0882,Burlington,209,286,73.08,70.01 - 75.00%,"1429 West Ave
Burlington, Iowa 52601
(40.7996481510005, -91.11508163799965)"
2013,2009,0882,Burlington,217,282,76.95,75.01 - 80.00%,"1429 West Ave
Burlington, Iowa 52601
(40.7996481510005, -91.11508163799965)"
2014,2010,0882,Burlington,219,283,77.39,75.01 - 80.00%,"1429 West Ave
Burlington, Iowa 52601
(40.79964815100004, -91.11508163799994)"
2009,2005,0916,CAL,24,25,96.00,95.01 - 100.00%,"1441 Gull Ave
Latimer, Iowa 50452
(42.75081977400049, -93.3700029209997)"
2010,2006,0916,CAL,21,23,91.30,90.01 - 95.00%,"1441 Gull Ave
Latimer, Iowa 50452
(42.75081977400049, -93.3700029209997)"
2011,2007,0916,CAL,20,20,100.00,95.01 - 100.00%,"1441 Gull Ave
Latimer, Iowa 50452
(42.75081977400049, -93.3700029209997)"
2012,2008,0916,CAL,21,23,91.30,90.01 - 95.00%,"1441 Gull Ave
Latimer, Iowa 50452
(42.75081977400049, -93.3700029209997)"
2013,2009,0916,CAL,13,14,92.86,90.01 - 95.00%,"1441 Gull Ave
Latimer, Iowa 50452
(42.75081977400049, -93.3700029209997)"
2014,2010,0916,CAL,14,16,87.50,85.01 - 90.00%,"1441 Gull Ave
Latimer, Iowa 50452
(42.750819774000036, -93.37000292099998)"
2009,2005,0918,Calamus-Wheatland,30,35,85.71,85.01 - 90.00%,"110 E Park Rd
Wheatland, Iowa 52777
(41.83684062700047, -90.8398884349997)"
2010,2006,0918,Calamus-Wheatland,32,34,94.12,90.01 - 95.00%,"110 E Park Rd
Wheatland, Iowa 52777
(41.83684062700047, -90.8398884349997)"
2011,2007,0918,Calamus-Wheatland,39,42,92.86,90.01 - 95.00%,"110 E Park Rd
Wheatland, Iowa 52777
(41.83684062700047, -90.8398884349997)"
2012,2008,0918,Calamus-Wheatland,36,38,94.74,90.01 - 95.00%,"110 E Park Rd
Wheatland, Iowa 52777
(41.83684062700047, -90.8398884349997)"
2013,2009,0918,Calamus-Wheatland,40,42,95.24,95.01 - 100.00%,"110 E Park Rd
Wheatland, Iowa 52777
(41.83684062700047, -90.8398884349997)"
2014,2010,0918,Calamus-Wheatland,38,42,90.48,90.01 - 95.00%,"110 E Park Rd
Wheatland, Iowa 52777
(41.83684062700007, -90.83988843399999)"
2012,2008,0914,CAM,24,25,96.00,95.01 - 100.00%,"1000 Victory Park Road
Anita, Iowa 50020
(41.4511760850005, -94.77242924999967)"
2013,2009,0914,CAM,32,36,88.89,85.01 - 90.00%,"1000 Victory Park Road
Anita, Iowa 50020
(41.4511760850005, -94.77242924999967)"
2014,2010,0914,CAM,33,46,71.74,70.01 - 75.00%,"1000 Victory Park Road
Anita, Iowa 50020
(41.45117608500004, -94.77242924999996)"
2009,2005,0936,Camanche,72,85,84.71,80.01 - 85.00%,"702 13th Ave
Camanche, Iowa 527301772
(41.78497779000048, -90.25908232999967)"
2010,2006,0936,Camanche,59,74,79.73,75.01 - 80.00%,"702 13th Ave
Camanche, Iowa 527301772
(41.78497779000048, -90.25908232999967)"
2011,2007,0936,Camanche,47,63,74.60,70.01 - 75.00%,"702 13th Ave
Camanche, Iowa 527301772
(41.78497779000048, -90.25908232999967)"
2012,2008,0936,Camanche,52,73,71.23,70.01 - 75.00%,"702 13th Ave
Camanche, Iowa 527301772
(41.78497779000048, -90.25908232999967)"
2013,2009,0936,Camanche,57,73,78.08,75.01 - 80.00%,"702 13th Ave
Camanche, Iowa 527301772
(41.78497779000048, -90.25908232999967)"
2014,2010,0936,Camanche,65,76,85.53,85.01 - 90.00%,"702 13th Ave
Camanche, Iowa 527301772
(41.78497779000003, -90.25908232999996)"
2009,2005,0977,Cardinal,49,53,92.45,90.01 - 95.00%,"4045 Ashland Rd
Eldon, Iowa 52554
(40.96044807700048, -92.2374239729997)"
2010,2006,0977,Cardinal,47,50,94.00,90.01 - 95.00%,"4045 Ashland Rd
Eldon, Iowa 52554
(40.96044807700048, -92.2374239729997)"
2011,2007,0977,Cardinal,50,55,90.91,90.01 - 95.00%,"4045 Ashland Rd
Eldon, Iowa 52554
(40.96044807700048, -92.2374239729997)"
2012,2008,0977,Cardinal,66,67,98.51,95.01 - 100.00%,"4045 Ashland Rd
Eldon, Iowa 52554
(40.96044807700048, -92.2374239729997)"
2013,2009,0977,Cardinal,33,39,84.62,80.01 - 85.00%,"4045 Ashland Rd
Eldon, Iowa 52554
(40.96044807700048, -92.2374239729997)"
2014,2010,0977,Cardinal,65,72,90.28,90.01 - 95.00%,"4045 Ashland Rd
Eldon, Iowa 52554
(40.96044807700008, -92.23742397299998)"
2009,2005,0981,Carlisle,104,118,88.14,85.01 - 90.00%,"430 School St
Carlisle, Iowa 50047
(41.49843347600046, -93.4904624619997)"
2010,2006,0981,Carlisle,96,104,92.31,90.01 - 95.00%,"430 School St
Carlisle, Iowa 50047
(41.49843347600046, -93.4904624619997)"
2011,2007,0981,Carlisle,102,120,85.00,80.01 - 85.00%,"430 School St
Carlisle, Iowa 50047
(41.49843347600046, -93.4904624619997)"
2012,2008,0981,Carlisle,131,143,91.61,90.01 - 95.00%,"430 School St
Carlisle, Iowa 50047
(41.49843347600046, -93.4904624619997)"
2013,2009,0981,Carlisle,102,110,92.73,90.01 - 95.00%,"430 School St
Carlisle, Iowa 50047
(41.49843347600046, -93.4904624619997)"
2014,2010,0981,Carlisle,125,134,93.28,90.01 - 95.00%,"430 School St
Carlisle, Iowa 50047
(41.49843347700005, -93.49046246199998)"
2009,2005,0999,Carroll,109,132,82.58,80.01 - 85.00%,"1026 N. Adams St
Carroll, Iowa 51401
(42.07109564500047, -94.86625929499968)"
2010,2006,0999,Carroll,121,134,90.30,90.01 - 95.00%,"1026 N. Adams St
Carroll, Iowa 51401
(42.07109564500047, -94.86625929499968)"
2011,2007,0999,Carroll,122,135,90.37,90.01 - 95.00%,"1026 N. Adams St
Carroll, Iowa 51401
(42.07109564500047, -94.86625929499968)"
2012,2008,0999,Carroll,133,143,93.01,90.01 - 95.00%,"1026 N. Adams St
Carroll, Iowa 51401
(42.07109564500047, -94.86625929499968)"
2013,2009,0999,Carroll,135,148,91.22,90.01 - 95.00%,"1026 N. Adams St
Carroll, Iowa 51401
(42.07109564500047, -94.86625929499968)"
2014,2010,0999,Carroll,98,108,90.74,90.01 - 95.00%,"1026 N. Adams St
Carroll, Iowa 51401
(42.07109564500007, -94.86625929399997)"
2009,2005,1044,Cedar Falls,307,332,92.47,90.01 - 95.00%,"1002 W 1st St
Cedar Falls, Iowa 50613
(42.53776171400045, -92.45772066699965)"
2010,2006,1044,Cedar Falls,349,363,96.14,95.01 - 100.00%,"1002 W 1st St
Cedar Falls, Iowa 50613
(42.53776171400045, -92.45772066699965)"
2011,2007,1044,Cedar Falls,307,327,93.88,90.01 - 95.00%,"1002 W 1st St
Cedar Falls, Iowa 50613
(42.53776171400045, -92.45772066699965)"
2012,2008,1044,Cedar Falls,348,363,95.87,95.01 - 100.00%,"1002 W 1st St
Cedar Falls, Iowa 50613
(42.53776171400045, -92.45772066699965)"
2013,2009,1044,Cedar Falls,348,362,96.13,95.01 - 100.00%,"1002 W 1st St
Cedar Falls, Iowa 50613
(42.53776171400045, -92.45772066699965)"
2014,2010,1044,Cedar Falls,345,355,97.18,95.01 - 100.00%,"1002 W 1st St
Cedar Falls, Iowa 50613
(42.537761714000055, -92.45772066699999)"
2009,2005,1053,Cedar Rapids,989,1212,81.60,80.01 - 85.00%,"2500 Edgewood Rd NW
Cedar Rapids, Iowa 52405
(42.005140877000485, -91.7077201839997)"
2010,2006,1053,Cedar Rapids,1027,1269,80.93,80.01 - 85.00%,"2500 Edgewood Rd NW
Cedar Rapids, Iowa 52405
(42.005140877000485, -91.7077201839997)"
2011,2007,1053,Cedar Rapids,1023,1253,81.64,80.01 - 85.00%,"2500 Edgewood Rd NW
Cedar Rapids, Iowa 52405
(42.005140877000485, -91.7077201839997)"
2012,2008,1053,Cedar Rapids,1040,1256,82.80,80.01 - 85.00%,"2500 Edgewood Rd NW
Cedar Rapids, Iowa 52405
(42.005140877000485, -91.7077201839997)"
2013,2009,1053,Cedar Rapids,946,1169,80.92,80.01 - 85.00%,"2500 Edgewood Rd NW
Cedar Rapids, Iowa 52405
(42.005140877000485, -91.7077201839997)"
2014,2010,1053,Cedar Rapids,942,1108,85.02,85.01 - 90.00%,"2500 Edgewood Rd NW
Cedar Rapids, Iowa 52405
(42.00514087700003, -91.70772018399998)"
2009,2005,1062,Center Point-Urbana,88,96,91.67,90.01 - 95.00%,"102 Trader
Center Point, Iowa 522130296
(42.18701173900047, -91.78472932099965)"
2010,2006,1062,Center Point-Urbana,85,88,96.59,95.01 - 100.00%,"102 Trader
Center Point, Iowa 522130296
(42.18701173900047, -91.78472932099965)"
2011,2007,1062,Center Point-Urbana,96,103,93.20,90.01 - 95.00%,"102 Trader
Center Point, Iowa 522130296
(42.18701173900047, -91.78472932099965)"
2012,2008,1062,Center Point-Urbana,84,91,92.31,90.01 - 95.00%,"102 Trader
Center Point, Iowa 522130296
(42.18701173900047, -91.78472932099965)"
2013,2009,1062,Center Point-Urbana,90,102,88.24,85.01 - 90.00%,"102 Trader
Center Point, Iowa 522130296
(42.18701173900047, -91.78472932099965)"
2014,2010,1062,Center Point-Urbana,94,103,91.26,90.01 - 95.00%,"102 Trader
Center Point, Iowa 522130296
(42.18701173900007, -91.78472932099999)"
2009,2005,1071,Centerville,127,143,88.81,85.01 - 90.00%,"634 North Main
Centerville, Iowa 52544
(40.73846278400049, -92.87417822599969)"
2010,2006,1071,Centerville,126,132,95.45,95.01 - 100.00%,"634 North Main
Centerville, Iowa 52544
(40.73846278400049, -92.87417822599969)"
2011,2007,1071,Centerville,97,116,83.62,80.01 - 85.00%,"634 North Main
Centerville, Iowa 52544
(40.73846278400049, -92.87417822599969)"
2012,2008,1071,Centerville,87,104,83.65,80.01 - 85.00%,"634 North Main
Centerville, Iowa 52544
(40.73846278400049, -92.87417822599969)"
2013,2009,1071,Centerville,88,101,87.13,85.01 - 90.00%,"634 North Main
Centerville, Iowa 52544
(40.73846278400049, -92.87417822599969)"
2014,2010,1071,Centerville,86,96,89.58,85.01 - 90.00%,"634 North Main
Centerville, Iowa 52544
(40.738462784000035, -92.87417822599997)"
2009,2005,1080,Central,39,43,90.70,90.01 - 95.00%,"400 1st Street NW
Elkader, Iowa 52043
(42.8562016460005, -91.40768488699968)"
2010,2006,1080,Central,54,58,93.10,90.01 - 95.00%,"400 1st Street NW
Elkader, Iowa 52043
(42.8562016460005, -91.40768488699968)"
2011,2007,1080,Central,38,39,97.44,95.01 - 100.00%,"400 1st Street NW
Elkader, Iowa 52043
(42.8562016460005, -91.40768488699968)"
2012,2008,1080,Central,34,37,91.89,90.01 - 95.00%,"400 1st Street NW
Elkader, Iowa 52043
(42.8562016460005, -91.40768488699968)"
2013,2009,1080,Central,43,44,97.73,95.01 - 100.00%,"400 1st Street NW
Elkader, Iowa 52043
(42.8562016460005, -91.40768488699968)"
2014,2010,1080,Central,35,36,97.22,95.01 - 100.00%,"400 1st Street NW
Elkader, Iowa 52043
(42.856201646000045, -91.40768488599997)"
2009,2005,1089,Central City,27,33,81.82,80.01 - 85.00%,"400 Barber Street
Central City, Iowa 52214
(42.2083865670005, -91.5252803949997)"
2010,2006,1089,Central City,27,30,90.00,85.01 - 90.00%,"400 Barber Street
Central City, Iowa 52214
(42.2083865670005, -91.5252803949997)"
2011,2007,1089,Central City,29,32,90.63,90.01 - 95.00%,"400 Barber Street
Central City, Iowa 52214
(42.2083865670005, -91.5252803949997)"
2012,2008,1089,Central City,30,32,93.75,90.01 - 95.00%,"400 Barber Street
Central City, Iowa 52214
(42.2083865670005, -91.5252803949997)"
2013,2009,1089,Central City,30,33,90.91,90.01 - 95.00%,"400 Barber Street
Central City, Iowa 52214
(42.2083865670005, -91.5252803949997)"
2014,2010,1089,Central City,19,21,90.48,90.01 - 95.00%,"400 Barber Street
Central City, Iowa 52214
(42.20838656700005, -91.52528039499998)"
2009,2005,1093,Central Decatur,49,52,94.23,90.01 - 95.00%,"1201 NE Poplar
Leon, Iowa 501441246
(40.74815052300045, -93.74307489999967)"
2010,2006,1093,Central Decatur,64,65,98.46,95.01 - 100.00%,"1201 NE Poplar
Leon, Iowa 501441246
(40.74815052300045, -93.74307489999967)"
2011,2007,1093,Central Decatur,49,52,94.23,90.01 - 95.00%,"1201 NE Poplar
Leon, Iowa 501441246
(40.74815052300045, -93.74307489999967)"
2012,2008,1093,Central Decatur,49,51,96.08,95.01 - 100.00%,"1201 NE Poplar
Leon, Iowa 501441246
(40.74815052300045, -93.74307489999967)"
2013,2009,1093,Central Decatur,67,71,94.37,90.01 - 95.00%,"1201 NE Poplar
Leon, Iowa 501441246
(40.74815052300045, -93.74307489999967)"
2014,2010,1093,Central Decatur,42,45,93.33,90.01 - 95.00%,"1201 NE Poplar
Leon, Iowa 501441246
(40.74815052300005, -93.74307489999995)"
2009,2005,1082,Central DeWitt,121,134,90.30,90.01 - 95.00%,"331 E. 8th St
De Witt, Iowa 527420110
(41.82341188100048, -90.52841229599966)"
2010,2006,1082,Central DeWitt,118,130,90.77,90.01 - 95.00%,"331 E. 8th St
De Witt, Iowa 527420110
(41.82341188100048, -90.52841229599966)"
2011,2007,1082,Central DeWitt,135,149,90.60,90.01 - 95.00%,"331 E. 8th St
De Witt, Iowa 527420110
(41.82341188100048, -90.52841229599966)"
2012,2008,1082,Central DeWitt,115,121,95.04,95.01 - 100.00%,"331 E. 8th St
De Witt, Iowa 527420110
(41.82341188100048, -90.52841229599966)"
2013,2009,1082,Central DeWitt,107,112,95.54,95.01 - 100.00%,"331 E. 8th St
De Witt, Iowa 527420110
(41.82341188100048, -90.52841229599966)"
2014,2010,1082,Central DeWitt,127,135,94.07,90.01 - 95.00%,"331 E. 8th St
De Witt, Iowa 527420110
(41.82341188100003, -90.52841229499995)"
2009,2005,1079,Central Lee,76,80,95.00,90.01 - 95.00%,"2642 Highway 218
Donnellson, Iowa 52625
(40.577481452000484, -91.52104221399969)"
2010,2006,1079,Central Lee,93,105,88.57,85.01 - 90.00%,"2642 Highway 218
Donnellson, Iowa 52625
(40.577481452000484, -91.52104221399969)"
2011,2007,1079,Central Lee,78,84,92.86,90.01 - 95.00%,"2642 Highway 218
Donnellson, Iowa 52625
(40.577481452000484, -91.52104221399969)"
2012,2008,1079,Central Lee,56,56,100.00,95.01 - 100.00%,"2642 Highway 218
Donnellson, Iowa 52625
(40.577481452000484, -91.52104221399969)"
2013,2009,1079,Central Lee,73,76,96.05,95.01 - 100.00%,"2642 Highway 218
Donnellson, Iowa 52625
(40.577481452000484, -91.52104221399969)"
2014,2010,1079,Central Lee,70,76,92.11,90.01 - 95.00%,"2642 Highway 218
Donnellson, Iowa 52625
(40.57748145200003, -91.52104221399998)"
2009,2005,1095,Central Lyon,52,55,94.55,90.01 - 95.00%,"1105 S Story
Rock Rapids, Iowa 51246
(43.421280709000484, -96.16831815699965)"
2010,2006,1095,Central Lyon,60,60,100.00,95.01 - 100.00%,"1105 S Story
Rock Rapids, Iowa 51246
(43.421280709000484, -96.16831815699965)"
2011,2007,1095,Central Lyon,44,46,95.65,95.01 - 100.00%,"1105 S Story
Rock Rapids, Iowa 51246
(43.421280709000484, -96.16831815699965)"
2012,2008,1095,Central Lyon,53,58,91.38,90.01 - 95.00%,"1105 S Story
Rock Rapids, Iowa 51246
(43.421280709000484, -96.16831815699965)"
2013,2009,1095,Central Lyon,48,49,97.96,95.01 - 100.00%,"1105 S Story
Rock Rapids, Iowa 51246
(43.421280709000484, -96.16831815699965)"
2014,2010,1095,Central Lyon,30,31,96.77,95.01 - 100.00%,"1105 S Story
Rock Rapids, Iowa 51246
(43.421280710000076, -96.16831815699999)"
2012,2008,4772,Central Springs,38,40,95.00,90.01 - 95.00%,"105 S East St
Manly, Iowa 50456
(43.28678739700047, -93.19762045999965)"
2013,2009,4772,Central Springs,68,72,94.44,90.01 - 95.00%,"105 S East St
Manly, Iowa 50456
(43.28678739700047, -93.19762045999965)"
2014,2010,4772,Central Springs,66,72,91.67,90.01 - 95.00%,"105 S East St
Manly, Iowa 50456
(43.28678739700007, -93.19762046099999)"
2009,2005,1107,Chariton,121,130,93.08,90.01 - 95.00%,"140 East Albia Road
Chariton, Iowa 50049
(41.00719269300049, -93.29213056399965)"
2010,2006,1107,Chariton,99,108,91.67,90.01 - 95.00%,"140 East Albia Road
Chariton, Iowa 50049
(41.00719269300049, -93.29213056399965)"
2011,2007,1107,Chariton,96,101,95.05,95.01 - 100.00%,"140 East Albia Road
Chariton, Iowa 50049
(41.00719269300049, -93.29213056399965)"
2012,2008,1107,Chariton,122,133,91.73,90.01 - 95.00%,"140 East Albia Road
Chariton, Iowa 50049
(41.00719269300049, -93.29213056399965)"
2013,2009,1107,Chariton,88,98,89.80,85.01 - 90.00%,"140 East Albia Road
Chariton, Iowa 50049
(41.00719269300049, -93.29213056399965)"
2014,2010,1107,Chariton,112,118,94.92,90.01 - 95.00%,"140 East Albia Road
Chariton, Iowa 50049
(41.007192693000036, -93.29213056399999)"
2009,2005,1116,Charles City,138,149,92.62,90.01 - 95.00%,"500 N Grand Ave
Charles City, Iowa 50616
(43.067399999000486, -92.6724810289997)"
2010,2006,1116,Charles City,114,125,91.20,90.01 - 95.00%,"500 N Grand Ave
Charles City, Iowa 50616
(43.067399999000486, -92.6724810289997)"
2011,2007,1116,Charles City,119,129,92.25,90.01 - 95.00%,"500 N Grand Ave
Charles City, Iowa 50616
(43.067399999000486, -92.6724810289997)"
2012,2008,1116,Charles City,112,130,86.15,85.01 - 90.00%,"500 N Grand Ave
Charles City, Iowa 50616
(43.067399999000486, -92.6724810289997)"
2013,2009,1116,Charles City,123,136,90.44,90.01 - 95.00%,"500 N Grand Ave
Charles City, Iowa 50616
(43.067399999000486, -92.6724810289997)"
2014,2010,1116,Charles City,142,149,95.30,95.01 - 100.00%,"500 N Grand Ave
Charles City, Iowa 50616
(43.06739999800004, -92.67248102899998)"
2009,2005,1134,Charter Oak-Ute,22,22,100.00,95.01 - 100.00%,"321 Main St
Charter Oak, Iowa 514390077
(42.0656303720005, -95.59119319999968)"
2010,2006,1134,Charter Oak-Ute,31,32,96.88,95.01 - 100.00%,"321 Main St
Charter Oak, Iowa 514390077
(42.0656303720005, -95.59119319999968)"
2011,2007,1134,Charter Oak-Ute,25,30,83.33,80.01 - 85.00%,"321 Main St
Charter Oak, Iowa 514390077
(42.0656303720005, -95.59119319999968)"
2012,2008,1134,Charter Oak-Ute,27,27,100.00,95.01 - 100.00%,"321 Main St
Charter Oak, Iowa 514390077
(42.0656303720005, -95.59119319999968)"
2013,2009,1134,Charter Oak-Ute,22,22,100.00,95.01 - 100.00%,"321 Main St
Charter Oak, Iowa 514390077
(42.0656303720005, -95.59119319999968)"
2014,2010,1134,Charter Oak-Ute,30,30,100.00,95.01 - 100.00%,"321 Main St
Charter Oak, Iowa 514390077
(42.06563037300003, -95.59119319999996)"
2009,2005,1152,Cherokee,79,90,87.78,85.01 - 90.00%,"600 W. Bluff Street
Cherokee, Iowa 51012
(42.75466571700048, -95.55589843999968)"
2010,2006,1152,Cherokee,84,93,90.32,90.01 - 95.00%,"600 W. Bluff Street
Cherokee, Iowa 51012
(42.75466571700048, -95.55589843999968)"
2011,2007,1152,Cherokee,64,76,84.21,80.01 - 85.00%,"600 W. Bluff Street
Cherokee, Iowa 51012
(42.75466571700048, -95.55589843999968)"
