reviews,search_term,title,location,summary
3 reviews,Data Engineer,Data Infrastructure Engineer,,"
We're looking for a Data Infrastructure Engineer to help build our next generation of analytics tools and manage our data pipeline...."
,Data Engineer,Software Engineer,,"
Deep understanding of data structures, algorithms and design patterns (GoF). The Software Engineer is responsible for contributing to the development team's..."
,Data Engineer,Sr. Data Engineer,,"
Data Engineer for a cutting edge tech company in the Bay Area! Ensure healthcare records and data is secure and accessible for data scientists...."
,Data Engineer,"Software Engineer, Data Storage",,"
Core data storage infrastructure including sharding system, id generation, time series service, data migration frameworks. About the Data Storage Team :...."
,Data Engineer,"Software Engineer, Data Infrastructure",,"
Examples of work done by Data Infrastructure Engineers:. Modeling Data Store:. Our platform stores tens of petabytes of data, enables data stream and batch..."
2 reviews,Data Engineer,Data Engineer,,"
As a Data Engineer you will:. We’re seeking an exceptional Data Engineer to work on data products at the core of our company's business...."
,Data Engineer,Sr. Data Engineer,,"
Projects include setting up a data warehouse, working with engineering to consume tracking data, and developing a flexible data model for unstructured data...."
264 reviews,Data Engineer,Staff Software Engineer Job,,"
Staff Software Engineer. The successful candidate will be a Staff Software Engineer in the Data Provisioning application area...."
3 reviews,Data Engineer,Backend Engineer - Unity Ads,"San Francisco, CA",Ensure service scalability through effective code and data storage design. Understanding of how different data storage engines work and what are the limitations...
,Data Engineer,"Project Analyst, Energy Team","Oakland, CA","The ideal candidate will be a talented writer who can translate numbers into stories, or a strong data analyst who can write better each time...."
,Data Engineer,Data Engineer,"San Francisco, CA","and grow your career. Autonomy, flexibility and a flat corporate structure. Plum is leading the transformation of commercial real estate lending through"
,Data Engineer,Facilities Systems Technician,"Oakland, CA",Enters and retrieves data from District computer programs. Maintains records of UST's and provides required reports to Environmental Engineer and Facility...
2 reviews,Data Engineer,Big Data Software Engineer - Hedge Funds,"San Francisco Bay Area, CA","Big Data Software Engineer - Hedge Funds - trading, portfolio management and analytics platform. We are seeking talented senior level software engineers to join..."
3 reviews,Data Engineer,Software Engineer,,"
There’s our data pipeline that processes billions of data points -- we capture taps, swipes, and scrolls and report on them in real time...."
,Data Engineer,Software Engineer - Data Infrastructure,,"
Experience with Data ETL pipelines. Manage the data infrastructure and do necessary capacity planning...."
101 reviews,Data Engineer,Data Platform Software Engineer,,"
Your software will deliver, model, curate, data that powers core data platforms at Uber. As a member of the Data Platform Engineering team, you will be doing..."
,Data Engineer,Software Engineer (Back End) - Ads Serving,,"
Software Engineer (Back End) - Ads Serving. You want to be mentored by amazing engineers; Every production system we've ever built feeds into the data platform..."
,Data Engineer,Software Engineer,,"
Creating simple and performant APIs based on multiple underlying data sources. Build multi-tier applications (web, CLI, API, data stores) written primarily in..."
,Data Engineer,Data Analytics Engineer,,"
Data Analytics Engineer Engineering | San Francisco, CA. Passion for exploring and analyzing data. Develop analyses to turn large volumes of raw data into..."
,Data Engineer,"Enterprise Data Warehouse Engineer in San Francisco, CA.",,"
Enterprise Data Warehouse Engineer*. The Enterprise Data Warehouse Engineer will analyze and evaluate existing and/or proposed systems and devices to process..."
,Data Engineer,Head of Data Engineering & Analytics,,"
Hands on experience as a data engineer or data scientist. From software and data engineers to data scientists to analysts, our data team is responsible for data..."
16 reviews,Data Engineer,Data Platform Software Engineer,,"
In this role you will build a data science platform that can reliably scale to the needs of our data scientists, algorithms developers, and growing business...."
11 reviews,Data Engineer,Senior Data Engineer,,"
We are looking for a Senior Data Engineer to join our growing Data Engineering team. The ideal candidate has significant experience in building scalable data..."
127 reviews,Data Engineer,Engineering Manager - San Francisco,"San Francisco, CA","Full stack engineer, Manager:. You understand how to use data to make decisions. Solid knowledge of data structures and algorithms and excellent programming..."
429 reviews,Data Engineer,Principal Software Engineer (Big Data),"Mountain View, CA","Data engineering, data science, and data products - internally and externally; We build awesome data products:...."
,Data Engineer,Data Engineer,"San Francisco, CA","and grow your career. Autonomy, flexibility and a flat corporate structure. Plum is leading the transformation of commercial real estate lending through"
2 reviews,Data Engineer,Forward Deployed Engineer,"Mountain View, CA",Forward Deployed Engineer - Portland. The ability to work closely with other engineers in a DevOps environment....
"1,184 reviews",Data Engineer,Sr Engineer,"Milpitas, CA",Ability or aptitude to work on problems that are complex in scope where analysis of situations or data involves multiple competing factors;...
124 reviews,Data Engineer,Big Data Software Engineer - Thunder IoT Cloud,,"
Big Data Software Engineer - Thunder IoT Cloud. As a data engineer, you will use leading-edge technologies, such as Apache Kafka, Spark and Storm on cloud..."
,Data Engineer,Data Engineer,,"
ROLE Hampton Creek is seeking an experienced Data Engineer to join our data science and engineering team...."
143 reviews,Data Engineer,Software Engineer,,"
Deep knowledge of common data structures and algorithmic solutions. Seeks a Software Engineer for the WBG San Francisco Engineering department...."
13 reviews,Data Engineer,"Software Engineer, Music (Data and Platform)",,"
Have demonstrable experience in organizing, exchanging and processing data (anything between DBs/TSV/XML/JSON, data APIs, client-server protocols)...."
